title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
2 BHK Apartment for Sale in Bagalur Main Road Bangalore,₹70 Lac,795 sqft,https://www.magicbricks.com/brigade-el-dorado-bagalur-main-road-bangalore-pdpid-4d4235313234343235,1,4,2025-08-10 17:52:33.443411,,
2 BHK Apartment for Sale in Kothanur Bangalore,₹1.80 Cr,1232 sqft,https://www.magicbricks.com/purva-palm-beach-kothanur-bangalore-pdpid-4d4235303337393936,1,5,2025-08-10 17:52:33.444017,"5+ PhotosPosted:   YesterdayOwner: Goutam2 BHK Apartment for Sale in Kothanur BangalorePurva Palm BeachSuper Area1232 sqftStatusReady to MoveFloorGround out of 18TransactionResaleFurnishingFurnishedBathroom2Balcony1Multistorey apartment is available for sale. It is a good location property. Please contact for more details. A beautiful 2 BHK flat in Kothanur is currently available for sale. This flat is situated within the renowned township of Purva Palm Beach. This apartment for resale is a great choice. This ready to move flat in Kothanur can be availed at a price of INR 1.80 Cr. This apartment for sale is furnished.Read more₹1.80 Cr ₹14,610 per sqft Contact Owner Get Phone No. Check Affordability",2025-08-09 12:00:00.000000
4 BHK Apartment for Sale in Krishnarajapura Bangalore,₹4.75 Cr,3630 sqft,https://www.magicbricks.com/brigade-exotica-k-r-puram-bangalore-pdpid-4d4235303233313334,1,6,2025-08-10 17:52:33.444504,,
2 BHK Apartment for Sale in Huvinayakanahalli Bangalore,₹90 Lac,592 sqft,https://www.magicbricks.com/krypton-at-brigade-eldorado-huvinayakanahalli-bangalore-pdpid-4d4235333335363535,1,7,2025-08-10 17:52:33.445105,,
4 BHK Villa for Sale in Bannerghatta Main Road Bangalore,₹2.80 Cr,4500 sqft,https://www.magicbricks.com/pride-vatika-bannerghatta-main-road-bangalore-pdpid-4d4235303037383031,1,10,2025-08-10 17:52:33.446733,,
3 BHK Apartment for Sale in Panathur Bangalore,₹2.10 Cr,1507 sqft,https://www.magicbricks.com/sobha-sentosa-panathur-bangalore-pdpid-4d4235333239323937,1,11,2025-08-10 17:52:33.447340,,
4 BHK Apartment for Sale in Yelahanka Bangalore,₹1.80 Cr,2650 sqft,https://www.magicbricks.com/almond-tree-yelahanka-bangalore-pdpid-4d4235303232353433,1,12,2025-08-10 17:52:33.447934,,
3 BHK Apartment for Sale in Kadugodi Bangalore,₹1.29 Cr,1200 sqft,https://www.magicbricks.com/amrutha-maple-kadugodi-bangalore-pdpid-4d4235313131313433,1,16,2025-08-10 17:52:33.450241,,
Plot/Land for Sale in Chandapura Bangalore,₹48 Lac,1200 sqft,https://www.magicbricks.com/upkar-spring-fields-chandapura-bangalore-pdpid-4d4235303137303231,1,17,2025-08-10 17:52:33.450883,,
2 BHK Apartment for Sale in Sree Narayana Nagar Bangalore,₹39 Lac,685 sqft,https://www.magicbricks.com/bavisha-urban-homes-sree-narayana-nagar-bangalore-pdpid-4d4235313134383935,1,19,2025-08-10 17:52:33.452264,,
1 BHK Apartment for Sale in Basavanagara Bangalore,₹28 Lac,475 sqft,https://www.magicbricks.com/jana-jeeva-apartments-basavanagara-bangalore-pdpid-4d4235313930353433,1,21,2025-08-10 17:52:33.453483,,
2 BHK Apartment for Sale in Pulikeshi Nagar Bangalore,₹1.20 Cr,1100 sqft,https://www.magicbricks.com/greenland-shelter-frazer-town-bangalore-pdpid-4d4235303531333136,1,22,2025-08-10 17:52:33.454098,,
3 BHK Apartment for Sale in RK Hegde Nagar Bangalore,₹95 Lac,1300 sqft,https://www.magicbricks.com/kempe-gowda-layout-hegde-nagar-bangalore-pdpid-4d4235343035333033,1,24,2025-08-10 17:52:33.455507,"8+ PhotosPosted:   YesterdayOwner: ASGAR3 BHK Apartment for Sale in RK Hegde Nagar BangaloreKempe gowda layoutSuper Area1300 sqftStatusReady to MoveFloor4 out of 5TransactionResaleFurnishingSemi-FurnishedBathroom3Multistorey apartment is available for sale. It is a good location property. Please contact for more details. The 3 BHK apartment is immediately available for sale in Hegde Nagar. Situated in Kempe Gowda Layout, it has a prime location. This flat for resale is a great choice for you. In Hegde Nagar, this ready to move flat can be taken at the pricing of INR 95 Lac. You will find it semi-furnished.Read more₹95 Lac ₹7,308 per sqft Contact Owner Get Phone No. Check Loan Eligibility",2025-08-09 12:00:00.000000
Plot/Land for Sale in Yelahanka Bangalore,₹1.30 Cr,1500 sqft,https://www.magicbricks.com/vaishnavi-life-yelahanka-bangalore-pdpid-4d4235333235363637,1,26,2025-08-10 17:52:33.456662,,
3 BHK  House for Sale in Kalkere Bangalore,₹1.60 Cr,2160 sqft,https://www.magicbricks.com/sankalpa-green-park-kalkere-bangalore-pdpid-4d4235303237303235,1,27,2025-08-10 17:52:33.457433,,
"3 BHK Apartment for Sale in Kundalahalli, Brookefield Bangalore",₹1.20 Cr,1500 sqft,https://www.magicbricks.com/prism-sovereign-kundalahalli-bangalore-pdpid-4d4235303339373239,1,28,2025-08-10 17:52:33.458163,"8+ PhotosUpdated todayOwner: Kumar3 BHK Apartment for Sale in Kundalahalli, Brookefield BangalorePrism SovereignCarpet Area1500 sqftStatusReady to MoveFloor1 out of 4TransactionResaleFurnishingSemi-FurnishedfacingSouthoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony3Its very nice locality, all the amenities is available within 500kmtr radius, fast growing and very very good connectivity to all the area.Are you looking to buy  your dream home or as an investment, without a broker Check out this amazing residential Flat for sale in Kundanahalli , bangalore. At an attractive price of Rs.120,00,000, the property will be available from Today.Read more₹1.20 Cr ₹6,390 per sqft Contact Owner Get Phone No. Calculate EMI",2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Block 6th Stage 6th Banashankari Bangalore,₹1.50 Cr,1420 sqft,https://www.magicbricks.com/sobha-hillview-banashankari-6th-stage-6th-block-bangalore-pdpid-4d4235303036343334,1,29,2025-08-10 17:52:33.458798,,
"3 BHK Villa for Sale in Vajarahalli, Vajarahalli Bangalore",₹1.80 Cr,1400 sqft,https://www.magicbricks.com/bluejay-malgudi-vajarahalli-bangalore-pdpid-4d4235303933343235,1,30,2025-08-10 17:52:33.459411,,
2 BHK Apartment for Sale in Chikkavaderapura Bangalore,₹1.51 Cr,1256 sqft,https://www.magicbricks.com/abhee-celestial-city-chikkavaderapura-bangalore-pdpid-4d4235343137383235,2,4,2025-08-10 17:52:37.180001,,
2 BHK Apartment for Sale in Attibele Bangalore,₹40.7 Lac,704 sqft,https://www.magicbricks.com/dsmax-sarovar-attibele-bangalore-pdpid-4d4235303236313032,2,10,2025-08-10 17:52:37.183938,,
3 BHK Apartment for Sale in Phase 7 JP Nagar Bangalore,₹1.26 Cr,1230 sqft,https://www.magicbricks.com/shivaganga-opal-jp-nagar-phase-7-bangalore-pdpid-4d4235303239333836,2,12,2025-08-10 17:52:37.185129,,
2 BHK Apartment for Sale in Gunjur Bangalore,₹1.36 Cr,1000 sqft,https://www.magicbricks.com/abhee-aaria-gunjur-bangalore-pdpid-4d4235343239303739,2,15,2025-08-10 17:52:37.187201,,
2 BHK Apartment for Sale in Sarjapur Road Bangalore,₹47.5 Lac,1078 sqft,https://www.magicbricks.com/sowparnika-chandrakantha-sarjapur-road-bangalore-pdpid-4d4235303036343139,2,16,2025-08-10 17:52:37.187777,9+ PhotosUpdated 15 hours ago Owner: ARAVIND2 BHK Apartment for Sale in Sarjapur Road BangaloreSowparnika ChandrakanthaSuper Area1078 sqftStatusReady to MoveFloor1 out of 5TransactionResaleFurnishingSemi-FurnishedfacingWestOwnershipFreeholdBathroom2Balcony2Multistorey apartment is available for sale. It is a good location property. Please contact for more details.NearbySt Jeromes PU and Degree College ₹47.5 Lac ₹4406 per sqft Contact Owner Get Phone No. Get Pre Approved Loan,2025-08-10 02:52:37.187750
"2 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore",₹73 Lac,1020 sqft,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630,2,18,2025-08-10 17:52:37.188910,"8+ PhotosUpdated 15 hours ago Owner: Divya Kumari2 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road BangaloreShriram SameekshaSuper Area1020 sqftStatusReady to MoveFloor7 out of 7TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingGarden/ParkOwnershipFreeholdBathroom2Balcony1Multistorey apartment is available for sale. It covered area of 1020 sq-ft, it is a good location property. Please contact for more details.Key HighlightsWell connected to strategic locations of cityEasy connectivity to Kendriya Vidyalaya schoolNearby Manyata tech parkNearbyMother Teresa School B E L School ₹73 Lac ₹7157 per sqft Contact Owner Get Phone No. Calculate EMI",2025-08-10 02:52:37.188892
Plot/Land for Sale in Varthur Bangalore,₹1.50 Cr,1500 sqft,https://www.magicbricks.com/sankalpa-perl-varthur-bangalore-pdpid-4d4235303138353635,2,21,2025-08-10 17:52:37.190908,"2+ PhotosUpdated 14 hours ago Owner: vinodh Plot/Land for Sale in Varthur BangaloreSankalpa PerlPlot Area1500 sqftOwnershipFreeholdTransactionResaleOpen Sides1BoundaryNo1500 Sq-ft Residential Plot is available for Sale in Varthur, Bangalore for 1.5 Crore(s)NearbyVarthuru Police Station Bus Stop ₹1.50 Cr ₹10000 per sqft Contact Owner Get Phone No. Get Pre Approved Loan",2025-08-10 03:52:37.190881
4 BHK Penthouse for Sale in Whitefield Bangalore,₹3.69 Cr,4100 sqft,https://www.magicbricks.com/birla-alokya-whitefield-bangalore-pdpid-4d4235313235363835,2,22,2025-08-10 17:52:37.191517,"4+ PhotosUpdated 14 hours ago Owner: Rashmi4 BHK Penthouse for Sale in Whitefield BangaloreBirla AlokyaSuper Area4100 sqftStatusReady to MoveFloor2 out of 3TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadCar Parking2 CoveredBathroom5Elegant eastfacing duplex house for sale, featuring spacious rooms with attached balconies, a large personal terrace, and serene garden views.The big personal terrace is perfect for relaxation, social gatherings, or private family time.4.Garden Views The property is surrounded by a lush 1.2acre garden, providing a serene and refreshing environment thats perfect for nature lovers.5.Privacy and Luxury As a duplex house, it eKey HighlightsEuro SchoolForum ValueLow-rise villament-based project featuring duplex-style homesNearbyLoyal World Market Park Square Mall Vydehi School of Excellence The Deen's Academy Aster Whitefield Hospital Manipal Hospital Whitefield Nallur Halli Metro Station Kundalahalli Metro Station ₹3.69 Cr ₹9000 per sqft Contact Owner Get Phone No. Check Affordability",2025-08-10 03:52:37.191492
3 BHK Apartment for Sale in Uttarahalli Hobli Bangalore,₹66 Lac,1000 sqft,https://www.magicbricks.com/amity-temple-bay-uttarahalli-bangalore-pdpid-4d4235303831393236,2,23,2025-08-10 17:52:37.192045,"18+ PhotosUpdated 14 hours ago Owner: MbUser3 BHK Apartment for Sale in Uttarahalli Hobli BangaloreAmity Temple BayCarpet Area1000 sqftStatusReady to MoveFloor1 out of 5TransactionResaleFurnishingFurnishedfacingNorthOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony23BHK in Block B of Amity Temple Bay society is available for sale, very close to Rajarajeshwari Nagar. Very close to Global City tech park, many reputed schools and Engineering Institutions. Metro Connectivity 2 kms to Green Line, 7 kms to Purple Line6 kms to Global City Tech ParkSchools within 2 kms NPS, DPS, Hill View, Kumarans, Presidency, Vidyashilp etcHospitals within 3 kms BGS, Sparsh and Many More₹66 Lac ₹5280 per sqft Contact Owner Get Phone No. Calculate EMI",2025-08-10 03:52:37.192017
2 BHK Apartment for Sale in CV Raman Nagar Bangalore,₹92 Lac,1100 sqft,https://www.magicbricks.com/samhita-square-c-v-raman-nagar-bangalore-pdpid-4d4235303037343734,2,26,2025-08-10 17:52:37.194203,14+ PhotosUpdated 14 hours ago Owner: Sajan Mathew2 BHK Apartment for Sale in CV Raman Nagar BangaloreSamhita SquareCarpet Area1100 sqftStatusReady to MoveFloorUpper Basement out of 2TransactionResaleFurnishingFurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2Opposite Tata Sherwoods Apt ArchLake facing fully furnished with modular kitchen bed rooms and bath rooms furnished. Power backup is available.₹92 Lac ₹7077 per sqft Contact Owner Get Phone No. Get Pre Approved Loan,2025-08-10 03:52:37.194176
1 BHK Apartment for Sale in Phase 1 Electronics City Bangalore,₹68 Lac,755 sqft,https://www.magicbricks.com/shriram-summitt-electronics-city-phase-1-bangalore-pdpid-4d4235303833333339,2,27,2025-08-10 17:52:37.194763,"6+ PhotosUpdated 14 hours ago Owner: Krishna Singh yadav1 BHK Apartment for Sale in Phase 1 Electronics City BangaloreShriram SummittSuper Area755 sqftStatusReady to MoveFloor8 out of 14TransactionResaleFurnishingUnfurnishedCar Parking1 OpenBathroom11 BHK, Multistorey Apartment is available for Sale in Phase 1 Electronics City, Bangalore for 68.0 Lac(s)Key HighlightsClose to Hospitals like Narayana Health City and Sparsh HospitalEco-friendly water conservation practices with rainwater harvestingLocated in Electronic City Phase 1NearbyIFIM College ₹68 Lac ₹9007 per sqft Contact Owner Get Phone No. Check Affordability",2025-08-10 03:52:37.194741
