title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
3 BHK Apartment for Sale in Sunny Enclave Mohali,₹65 Lac,2200 sqft,https://www.magicbricks.com/sunny-enclave-sunny-enclave-mohali-pdpid-4d4235313434313135,1,1,2025-08-10 18:30:04.949606,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Sector 126 Mohali,₹50 Lac,1365 sqft,https://www.magicbricks.com/sbp-homes-3-villas-sector-126-mohali-pdpid-4d4235333131323439,1,2,2025-08-10 18:30:04.950112,Posted:   Yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 117 Mohali,₹1 Cr,1732 sqft,https://www.magicbricks.com/vera-prestige-tower-sector-117-mohali-pdpid-4d4235313134393831,1,3,2025-08-10 18:30:04.950686,Updated 14 hours ago,2025-08-10 04:30:04.950677
3 BHK Apartment for Sale in Sector 85 Mohali,₹1.50 Cr,1850 sqft,https://www.magicbricks.com/wave-estate-villas-sector-85-mohali-pdpid-4d4235333039373331,1,9,2025-08-10 18:30:04.953976,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Kharar Road Mohali,₹90 Lac,1763 sqft,https://www.magicbricks.com/aster-city-kharar-road-mohali-pdpid-4d4235333230353339,1,10,2025-08-10 18:30:04.954662,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Sector 116 Mohali,₹70 Lac,1400 sqft,https://www.magicbricks.com/credo-sbp-city-of-dreams-sector-116-mohali-pdpid-4d4235303933333439,1,11,2025-08-10 18:30:04.955333,Updated 13 hours ago,2025-08-10 05:30:04.955324
3 BHK Apartment for Sale in Sector 127 Mohali,₹54 Lac,1625 sqft,https://www.magicbricks.com/mittal-paradise-apartment-sector-127-mohali-pdpid-4d4235333132353739,1,12,2025-08-10 18:30:04.955882,Updated 13 hours ago,2025-08-10 05:30:04.955876
3 BHK Villa for Sale in Sector 88 Mohali,₹55 Lac,1200 sqft,https://www.magicbricks.com/hero-homes-mohali-sector-88-mohali-pdpid-4d4235303836323837,1,13,2025-08-10 18:30:04.956432,Updated 13 hours ago,2025-08-10 05:30:04.956427
2 BHK Apartment for Sale in Kharar Mohali,₹55 Lac,1350 sqft,https://www.magicbricks.com/nirwana-greens-4-kharar-mohali-pdpid-4d4235303136363638,1,16,2025-08-10 18:30:04.958189,Updated 13 hours ago,2025-08-10 05:30:04.958174
2 BHK Apartment for Sale in Kharar Mohali,₹62 Lac,1250 sqft,https://www.magicbricks.com/omega-city-kharar-kharar-mohali-pdpid-4d4235313030363137,1,17,2025-08-10 18:30:04.958713,Updated 13 hours ago,2025-08-10 05:30:04.958707
Plot/Land for Sale in Sector 114 Mohali,₹75 Lac,1125 sqft,https://www.magicbricks.com/white-city-sector-114-mohali-pdpid-4d4235333130353831,1,19,2025-08-10 18:30:04.959903,Updated 13 hours ago,2025-08-10 05:30:04.959892
3 BHK Apartment for Sale in Sector 79 Mohali,₹1.20 Cr,1150 sqft,https://www.magicbricks.com/housefed-society-sector-79-mohali-pdpid-4d4235323233363533,1,20,2025-08-10 18:30:04.960433,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Kharar Mohali,₹37 Lac,1000 sqft,https://www.magicbricks.com/ubber-palm-meadows-kharar-mohali-pdpid-4d4235333131303435,1,21,2025-08-10 18:30:04.961181,Updated yesterday,2025-08-09 12:00:00.000000
6 BHK  House for Sale in Kharar Mohali,₹1.50 Cr,1007 sqft,https://www.magicbricks.com/guru-fateh-town-2-kharar-mohali-pdpid-4d4235333133323731,1,22,2025-08-10 18:30:04.961846,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Builder Floor for Sale in Sector 108 Mohali,₹1.29 Cr,1751 sqft,https://www.magicbricks.com/emaar-mohali-hills-plot-sector-108-mohali-pdpid-4d4235333130343231,1,24,2025-08-10 18:30:04.963028,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Kharar Mohali,₹1 Cr,1100 sqft,https://www.magicbricks.com/omega-city-kharar-kharar-mohali-pdpid-4d4235313030363137,1,25,2025-08-10 18:30:04.963563,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 74 Mohali,₹52 Lac,840 sqft,https://www.magicbricks.com/lok-awas-sector-74-mohali-pdpid-4d4235313235363831,1,29,2025-08-10 18:30:04.965668,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Builder Floor for Sale in Shivalik City Mohali,₹33 Lac,910 sqft,https://www.magicbricks.com/elite-home-shivalik-city-mohali-pdpid-4d4235313134323739,1,30,2025-08-10 18:30:04.966182,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 126 Mohali,₹42.5 Lac,1286 sqft,https://www.magicbricks.com/acme-heights-sector-126-mohali-pdpid-4d4235333131303431,2,1,2025-08-10 18:30:09.543276,Updated yesterday,2025-08-09 12:00:00.000000
9 BHK Villa for Sale in Aerocity Mohali,₹3.65 Cr,500 sqyrd,https://www.magicbricks.com/gmada-aerocity-aerocity-mohali-pdpid-4d4235323232323635,2,2,2025-08-10 18:30:09.543845,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Kharar Mohali,₹45 Lac,1200 sqft,https://www.magicbricks.com/ubber-palm-meadows-kharar-mohali-pdpid-4d4235333131303435,2,3,2025-08-10 18:30:09.544341,Updated yesterday,2025-08-09 12:00:00.000000
4 BHK House for Sale in Sector 94 Mohali,₹2.99 Cr,3510 sqft,https://www.magicbricks.com/jlpl-sector-94-plots-sector-94-mohali-pdpid-4d4235333131373539,2,5,2025-08-10 18:30:09.545481,Updated yesterday,2025-08-09 12:00:00.000000
