title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
N/A,N/A,N/A,https://post.magicbricks.com,1,1,2025-08-10 17:51:03.962237,,
47986Owner PropertiesExplore,N/A,N/A,https://www.magicbricks.com/owner-property-for-sale-in-bangalore-pppfs,1,30,2025-08-10 17:51:04.003127,,
N/A,N/A,N/A,https://www.magicbricks.com/Real-estate-projects-Search/ALL-RESIDENTIAL-new-project-Bangalore,1,34,2025-08-10 17:51:04.004957,,
N/A,N/A,N/A,https://property.magicbricks.com/microsite/lp/patabadlolifebadlo/?inc=pblb_web_homepage_propertyforeveryone_top,1,38,2025-08-10 17:51:04.006562,,
N/A,N/A,N/A,https://www.magicbricks.com/low-budget-flats-for-sale-in-bangalore-pppfs,1,40,2025-08-10 17:51:04.007879,,
N/A,N/A,N/A,https://post.magicbricks.com,2,1,2025-08-10 17:51:58.472787,,
47986Owner PropertiesExplore,N/A,N/A,https://www.magicbricks.com/owner-property-for-sale-in-bangalore-pppfs,2,30,2025-08-10 17:51:58.516798,,
N/A,N/A,N/A,https://www.magicbricks.com/Real-estate-projects-Search/ALL-RESIDENTIAL-new-project-Bangalore,2,34,2025-08-10 17:51:58.518883,,
N/A,N/A,N/A,https://property.magicbricks.com/microsite/lp/patabadlolifebadlo/?inc=pblb_web_homepage_propertyforeveryone_top,2,38,2025-08-10 17:51:58.520459,,
N/A,N/A,N/A,https://www.magicbricks.com/low-budget-flats-for-sale-in-bangalore-pppfs,2,40,2025-08-10 17:51:58.521448,,
