title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
1 BHK Apartment for Sale in Naigaon East Mumbai,₹40 Lac,368 sqft,https://www.magicbricks.com/vencel-enclave-naigaon-east-mumbai-pdpid-4d4235323038313739,1,3,2025-08-10 18:15:30.108717,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Naigaon East Mumbai,₹45 Lac,750 sqft,https://www.magicbricks.com/mittal-enclave-naigaon-east-mumbai-pdpid-4d4235303338323535,1,4,2025-08-10 18:15:30.109367,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Kurla West Mumbai,₹1.02 Cr,715 sqft,https://www.magicbricks.com/premier-residences-kurla-west-mumbai-pdpid-4d4235303330323032,1,5,2025-08-10 18:15:30.110095,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Parel Mumbai,₹94 Lac,269 sqft,https://www.magicbricks.com/shree-dutta-tower-parel-mumbai-pdpid-4d4235303633333431,1,6,2025-08-10 18:15:30.110878,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Chembur Mumbai,₹1.75 Cr,650 sqft,https://www.magicbricks.com/vani-apartment-chembur-mumbai-pdpid-4d4235303739323031,1,8,2025-08-10 18:15:30.112228,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Vasai Mumbai,₹40 Lac,610 sqft,https://www.magicbricks.com/evershine-city-vasai-mumbai-pdpid-4d4235303330363935,1,9,2025-08-10 18:15:30.112830,Posted: Yesterday,2025-08-09 12:00:00.000000
1 BHK Apartment for Sale in Powai Mumbai,₹1.90 Cr,390 sqft,https://www.magicbricks.com/hiranandani-highland-powai-mumbai-pdpid-4d4235333139313139,1,10,2025-08-10 18:15:30.113450,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Vatsalabai Naik Nagar Mumbai,₹42 Lac,270 sqft,https://www.magicbricks.com/mass-metropolis-vatsalabai-naik-nagar-mumbai-pdpid-4d4235313030333331,1,12,2025-08-10 18:15:30.114662,Updated today,2025-08-10 12:00:00.000000
2 BHK Apartment for Sale in Kanjurmarg East Mumbai,₹1.50 Cr,625 sqft,https://www.magicbricks.com/rna-ng-royal-park-kanjurmarg-east-mumbai-pdpid-4d4235303138393332,1,14,2025-08-10 18:15:30.116009,Updated 15 hours ago,2025-08-10 03:15:30.115980
2 BHK Apartment for Sale in Matunga East Mumbai,₹2.15 Cr,430 sqft,https://www.magicbricks.com/hubtown-harmony-matunga-east-mumbai-pdpid-4d4235303630383431,1,16,2025-08-10 18:15:30.117399,Updated 15 hours ago,2025-08-10 03:15:30.117378
2 BHK Apartment for Sale in Girgaon Mumbai,₹3.90 Cr,810 sqft,https://www.magicbricks.com/vijay-chambers-girgaon-mumbai-pdpid-4d4235343032373031,1,17,2025-08-10 18:15:30.118289,Updated 15 hours ago,2025-08-10 03:15:30.118278
2 BHK Apartment for Sale in Vile Parle West Mumbai,₹3.50 Cr,805 sqft,https://www.magicbricks.com/shankar-mahal-vile-parle-west-mumbai-pdpid-4d4235303638383838,1,18,2025-08-10 18:15:30.118852,Updated 15 hours ago,2025-08-10 03:15:30.118846
1 BHK Apartment for Sale in Chembur Mumbai,₹1.05 Cr,625 sqft,https://www.magicbricks.com/spenta-altavista-chembur-mumbai-pdpid-4d4235303733313932,1,21,2025-08-10 18:15:30.120533,Updated 14 hours ago,2025-08-10 04:15:30.120525
3 BHK Apartment for Sale in Dattapada Mumbai,₹5.50 Cr,1193 sqft,https://www.magicbricks.com/oberoi-sky-city-dattapada-mumbai-pdpid-4d4235303836303834,1,23,2025-08-10 18:15:30.121653,Updated 14 hours ago,2025-08-10 04:15:30.121647
1 BHK Apartment for Sale in Kandivali West Mumbai,₹1.20 Cr,426 sqft,https://www.magicbricks.com/sethia-kalpavruksh-heights-kandivali-west-mumbai-pdpid-4d4235303835333333,1,24,2025-08-10 18:15:30.122334,Updated 14 hours ago,2025-08-10 04:15:30.122326
1 BHK Apartment for Sale in Bhandup East Mumbai,₹1 Cr,450 sqft,https://www.magicbricks.com/pariwar-chs-bhandup-east-mumbai-pdpid-4d4235303436383239,1,25,2025-08-10 18:15:30.123027,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Borivali West Mumbai,₹1.35 Cr,444 sqft,https://www.magicbricks.com/acharya-aashram-borivali-west-mumbai-pdpid-4d4235333933363835,1,26,2025-08-10 18:15:30.123629,Updated today,2025-08-10 12:00:00.000000
1 BHK Apartment for Sale in Powai Mumbai,₹2 Cr,380 sqft,https://www.magicbricks.com/hiranandani-highland-powai-mumbai-pdpid-4d4235333139313139,1,28,2025-08-10 18:15:30.124847,Updated 13 hours ago,2025-08-10 05:15:30.124836
2 BHK Apartment for Sale in Bhandup West Mumbai,₹1.75 Cr,500 sqft,https://www.magicbricks.com/rustomjee-bella-bhandup-west-mumbai-pdpid-4d4235323735393035,2,1,2025-08-10 18:15:34.975355,Updated 13 hours ago,2025-08-10 05:15:34.975326
2 BHK Apartment for Sale in Mira Road Area Mumbai,₹95 Lac,555 sqft,https://www.magicbricks.com/man-opus-mira-road-mumbai-pdpid-4d4235303030373035,2,6,2025-08-10 18:15:34.978487,Updated 13 hours ago,2025-08-10 05:15:34.978476
