title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
3 BHK Apartment for Sale in Mugalivakkam Chennai,₹79 Lac,1001 sqft,https://www.magicbricks.com/anugraha-apartments-mugalivakkam-chennai-pdpid-4d4235333837303633,1,1,2025-08-10 18:05:26.218106,,
2 BHK Apartment for Sale in Chromepet Chennai,₹32 Lac,639 sqft,https://www.magicbricks.com/amarprakash-the-royal-castle-chromepet-chennai-pdpid-4d4235303238393333,1,5,2025-08-10 18:05:26.220795,,
Plot/Land for Sale in East Coast Road Chennai,₹18.8 Lac,1500 sqft,https://www.magicbricks.com/royal-majestic-compound-east-coast-road-chennai-pdpid-4d4235313631313139,1,6,2025-08-10 18:05:26.221427,,
3 BHK Apartment for Sale in Padur Chennai,₹61 Lac,1100 sqft,https://www.magicbricks.com/jananis-blue-bells-padur-chennai-pdpid-4d4235303633303330,1,9,2025-08-10 18:05:26.223122,,
Apartment for Sale in Guduvancherry Chennai,₹37.1 Lac,714 sqft,https://www.magicbricks.com/shriram-shankari-guduvancherry-chennai-pdpid-4d4235303138313536,1,15,2025-08-10 18:05:26.227398,"4+ PhotosUpdated 15 hours ago Owner: avya Apartment for Sale in Guduvancherry ChennaiShriram ShankariCarpet Area714 sqftFloor2 out of 4TransactionResalefacingNorthOwnershipFreehold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,. This well designed apartment is located within Shriram Shankari. This flat is available as a resale property.Read more₹37.1 Lac ₹5,193 per sqft Contact Owner Get Phone No. ",2025-08-10 03:05:26.227369
3 BHK Apartment for Sale in East Coast Road Chennai,₹1.15 Cr,1539 sqft,https://www.magicbricks.com/vgn-coasta-east-coast-road-chennai-pdpid-4d4235303731313638,1,25,2025-08-10 18:05:26.233146,"5+ PhotosUpdated 13 hours ago Owner: NARAYANIPremium Member3 BHK Apartment for Sale in East Coast Road ChennaiVGN CoastaCarpet Area1539 sqftStatusReady to MoveFloor4 out of 14TransactionResaleFurnishingUnfurnishedBathroom2Balcony1This spacious 3 BHK apartment can be found for sale in East Coast Road, Chennai. It enjoys a prime location within Vgn Coasta. You can immediately purchase this apartment available for resale. This apartment in one of the significant areas of East Coast Road is ready to move, and can be purchased at the price of INR 1.15 Cr. It is an unfurnished apartment with all basic amenities.Read more₹1.15 Cr Contact Owner Get Phone No. ",2025-08-10 05:05:26.233112
3 BHK Apartment for Sale in Ambattur Chennai,₹1.25 Cr,1317 sqft,https://www.magicbricks.com/vgn-stafford-ambattur-chennai-pdpid-4d4235303236343735,1,27,2025-08-10 18:05:26.234178,"15+ PhotosUpdated 13 hours ago Owner: Neeraja BPremium Member3 BHK Apartment for Sale in Ambattur ChennaiVGN StaffordCarpet Area1317 sqftStatusReady to MoveFloor1 out of 4TransactionResaleFurnishingSemi-FurnishedfacingNorth - WestoverlookingMain RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony33 BHK flat available for sale in Chennai in the prime location of Ambattur. This well designed apartment is located within Vgn Stafford. This 3 BHK flat on sale comes with spacious 1 covered, 1 open car parking; all designed for smooth parking. This flat for resale is equipped with all required facilities. This ready to move flat is offered at a price of INR 1.25 Cr. The spacious apartment is semi-furnished. This 3 BHK flat is in close proximity to landmarks like murugappa polytechnic college.Read more₹1.25 Cr ₹8,240 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:26.234157
2 BHK Apartment for Sale in Telephone Nagar Chennai,₹80 Lac,958 sqft,https://www.magicbricks.com/urban-tree-atrium-telephone-nagar-chennai-pdpid-4d4235303137303037,2,2,2025-08-10 18:05:29.500771,"3+ PhotosUpdated 13 hours ago Owner: irfana fathimaPremium Member2 BHK Apartment for Sale in Telephone Nagar ChennaiUrban Tree AtriumCarpet Area958 sqftStatusReady to MoveFloor1 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdBathroom2Balcony2Newly Constructed PropertyLarge 2 BHK Flat available for sale in Urban Tree Atrium, Telephone Nagar, Chennai – tastefully configured north-facing, vaastu compliant flat situated in a high-end gated community that ensures peace, sunshine, and comfort living in one of the most well-connected areas of Chennai city.Property SpecificationsThis spacious 2 BHK semi-furnished apartment with a carpet area of 958 sq.ft., on the 1st floor of a 4-storey building, promises a cozy and well-aired living experience. Carefully planned according to vaastu principles, the residence is best suited for a serene and pragmatic way of life.The apartment has 2 spacious rooms and 2 western bathrooms, one attached and one common. Both have geysers installed for extra comfort. There are 2 balconies – one attached to the kitchen and the other to the hall – both facing a peaceful pool view, providing maximum air supply and sunlight.The house features a living cum dining space, a modular kitchen fitted with a chimney and a piped gas connection. A utility area is also connected to the kitchen, ideal for storing things and doing laundry. The vitrified tile floors throughout the house provide that touch of class and durability.Facilities Essential facilities such as open parking, 24-hour water supply, 100% power backup, security guards, CCTV surveillance, and a lift are available in the building to ensure convenience and safety.LocalitySituated in a very popular location, this house is encompassed by all the basic amenities like markets, schools, colleges, temples, malls, banks, and ATMs. It is also excellently connected by public transport, making commuting easy. This house is perfect for families seeking a nice balance of comfort, convenience, and quality living.₹80 Lac ₹7992 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:29.500721
2 BHK Apartment for Sale in Keelkattalai Chennai,₹72.2 Lac,903 sqft,https://www.magicbricks.com/ambal-nagar-keelkattalai-chennai-pdpid-4d4235323931373531,2,4,2025-08-10 18:05:29.501870,"2+ PhotosUpdated 13 hours ago Owner: SellerPremium Member2 BHK Apartment for Sale in Keelkattalai ChennaiAmbal NagarSuper Area903 sqftStatusReady to MoveFloor1 out of 3TransactionResaleFurnishingUnfurnishedfacingSouthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Get ready to elevate your living experience with mithra homes keelkattalai.1. Total of 6 exclusive units two units on each floor.2. Elegant and durable pavers for stilt parking and drive way.3. Ev charging point for each car parking slots.4. HighQuality elevator Enjoy the convenience of a premium branded lift , ensuring smooth and efficient access to all floors and even to terrace .5. Water quality The water is excellent, not at all salty , and the bore goes down to 300 feet.6. Smart security The main grilled door is equipped with a stateOfTheArt smart lock systemNearbyNilgiris Family School Jayam Hospital ₹72.2 Lac ₹8000 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:29.501847
3 BHK Apartment for Sale in Adyar Chennai,₹3.90 Cr,1800 sqft,https://www.magicbricks.com/olympia-jayanthi-residences-adyar-chennai-pdpid-4d4235313035333133,2,5,2025-08-10 18:05:29.502501,"15+ PhotosUpdated 13 hours ago Owner: mutthu vasanPremium Member3 BHK Apartment for Sale in Adyar ChennaiOlympia Jayanthi ResidencesCarpet Area1800 sqftStatusReady to MoveFloor9 out of 9TransactionResaleFurnishingFurnishedfacingWestoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom1Balcony1Property detailsA stunning three-bedroom flat is available for sale in the prestigious neighborhood of Adyar, Chennai. Elegantly designed to offer a harmonious blend of comfort, style, and convenience, this residence is perfect for those seeking a luxurious and refined lifestyle. Set in a prime location with easy access to top amenities, it promises a sophisticated living experience in one of the citys most desirable areas.Property SpecificationsThis spacious flat boasts an impressive built-up area of 1,980 sq. ft., offering ample room for comfortable living. It features three generously sized bedrooms and three contemporary bathrooms, thoughtfully designed for modern lifestyles. Abundant natural light and excellent cross-ventilation create a bright and airy ambiance throughout the home. Fully furnished and ready to move in, this property also offers the flexibility to personalize the interiors to suit your unique taste and preferences. Facilities Residents will have access to essential amenities that enhance everyday comfort and convenience. The building is thoughtfully designed, secure, and impeccably maintained, offering a safe, welcoming, and well-organized living environment for all residents.LocalityAdyar is one of Chennais most prestigious and well-established residential neighborhoods, known for its lush greenery and serene atmosphere. Located along the southern banks of the Adyar River, it offers excellent connectivity to major parts of the city. The area boasts top educational institutions, premium healthcare centers, and vibrant shopping and dining options. Its blend of heritage charm and modern amenities makes Adyar a highly desirable place to live.Key HighlightsEco-conscious Construction CMDA Approved Homes with EDGE Certification Terrace Garden and Beautiful LandscapingNearbyfarmers market Little Millennium Sri Sankara Senior Secondary School Mint Hospitals Fortis Hospital ₹3.90 Cr ₹19697 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:29.502461
3 BHK Apartment for Sale in Korattur Chennai,₹86 Lac,1200 sqft,https://www.magicbricks.com/alliance-orchid-springs-korattur-chennai-pdpid-4d4235303236303132,2,7,2025-08-10 18:05:29.503907,"15+ PhotosUpdated 13 hours ago Owner: RamPremium Member3 BHK Apartment for Sale in Korattur ChennaiAlliance Orchid SpringsCarpet Area1200 sqftStatusReady to MoveFloor1 out of 17TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom2Balcony1East Facing PropertyNear by drj hospital.Explore this inviting 3 BHK flat for sale in the desirable Chinnasamy Korattur Apartment, located in Korattur, Chennai. This Vaastu compliant residence is ready to move in and has been thoughtfully modified for added comfort and style. Enjoy the benefits of an east-facing orientation, which brings in plenty of natural light and positive energy.Property Specifications Welcome to this stunningly decorated 3 BHK flat on the floor level above the stilt in the prestigious Chinnasamy Korattur Apartment. This home has three ample-sized bedrooms, each with wardrobes, false ceilings, and fixtures for light and fans, creating a stylish yet practical place to live. The flat is filled with vitrified flooring all around, creating durability and style.The apartment comprises one road-facing balcony that provides a beautiful view and fresh air. The modular kitchen is equipped with cabinets, chimney, granite platform, and stainless steel sink along with a utility area for easy access. Piped gas connection is provided for cooking purposes as well.There are two bathrooms, one of which is a master bedroom en-suite and the other being a shared bath for the two other bedrooms. The two bathrooms are western-designed and equipped with standard fixtures, such as geysers and taps.FacilitiesThis apartment provides 100 power backup and a range of amenities offered by the society such as a clubhouse, swimming pool, restaurant, saloon, general stores, and vegetable market. Relax with outdoor facilities like three parks, tennis court, basketball court, and open-air theatre. The building is manned by CCTV surveillance and has a police hub at the entrance for enhanced security. In addition, this apartment has covered parking space and is situated in a lively neighborhood with good connectivity. Locality Surrounding you are some of the noted schools in the area such as Padmashree, Darwin, and Vivekananda, along with Korattur Railway Station and proximity to public transport. Metro Station Shuttle services and having a bus stop at the entrance of the apartment add to the facility of accessibility.Key HighlightsConnectivityNearbyKalaimani Mall Vivekananda Kendra Nagarpalika Vidyalaya Vivekananda Kendra Zilla Parishad Vidyalaya Korattur Bus Terminus Bus Stop ₹86 Lac ₹6437 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:29.503857
2 BHK Apartment for Sale in Sholinganallur Chennai,₹1.39 Cr,1100 sqft,https://www.magicbricks.com/prestige-courtyards-sholinganallur-chennai-pdpid-4d4235313136343235,2,9,2025-08-10 18:05:29.505201,"16+ PhotosUpdated 13 hours ago Owner: mohamed rafeesPremium Member2 BHK Apartment for Sale in Sholinganallur ChennaiPrestige CourtyardsCarpet Area1100 sqftStatusReady to MoveFloorGround out of 4TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom2Balcony1East Facing PropertyFind the ultimate combination of comfort and style in this 2 BHK flat for sale in Prestige Courtyards, Sholinganallur, Chennai With a super area of 1246 sqft, this home is situated on the ground floor of a 4-floor building. The flat is Vaastu compliant and east-facing, providing a positive living experience with natural light.Property specifications and amenitiesThis fully furnished flat comes with stunning woodwork throughout, which lends an air of sophistication. It boasts 2 bedrooms, with 2 bathrooms 1 for the master bedroom and 1 common one, both with western fittings and geysers. The design encompasses a separate living and dining section, with plenty of room for relaxation and entertainment.Relish the green vistas from the balcony off the living room. The modular kitchen is provided with a utility area, thus becoming very functional for all your kitchen requirements. The flooring is finished with wooden tiles, adding to the warmth and ambiance of the house.This property features a series of basic amenities catering to your security and comfort, such as 1 covered and 1 open parking. Get 24-hour water supply and 100 power backup for seamless living. The complex features a security guard and CCTVs for increased safety, besides 1 lift for convenient movement between all floors.LocalityBeing strategically placed close to the Aavin Factory, this apartment lies in close proximity to basic amenities. Schools, hospitals, and mallssupermarkets are all within a radius of 2-3 km, and daily shopping becomes an easy affair. Banks and ATMs are within reach for your financial requirements. Public transport facilities in the form of buses and autos are easily available, and the railway station is just 6-7 km from here, and a metro station is also well-placed nearby, offering great connectivity to the rest of Chennai.Key HighlightsOffers ample parking spaceLocated in Shollinganallur on the Old Mahabalipuram RoadExpansive CourtyardsNearbyLeaders International School Siddarth Village School Kumaran Nagar Bus Stop ₹1.39 Cr ₹11196 per sqft Contact Owner Get Phone No. ",2025-08-10 05:05:29.505151
